coin	denomination	year	mint	yearGrouping	mintGrouping	metal	percentage
Roosevelt	Dime	2012	San Francisco	Clad Coinage and Silver Proofs		Copper	91.67000
Roosevelt	Dime	2012	San Francisco	Clad Coinage and Silver Proofs		Nickel	8.33000
Roosevelt	Dime	2012	San Francisco	Clad Coinage and Silver Proofs	Silver	Silver	90.00000
Roosevelt	Dime	2012	San Francisco	Clad Coinage and Silver Proofs	Silver	Copper	10.00000
Flowing Hair	Half Dime	1794	Philadelphia			Silver	89.00000
Flowing Hair	Half Dime	1794	Philadelphia			Copper	11.00000
Flowing Hair	Half Dime	1795	Philadelphia			Silver	89.00000
Flowing Hair	Half Dime	1795	Philadelphia			Copper	11.00000
Draped Bust	Half Dime	1796	Philadelphia	Small Eagle Reverse	6 Over 5	Copper	11.00000
Draped Bust	Half Dime	1796	Philadelphia	Small Eagle Reverse		Silver	89.00000
Draped Bust	Half Dime	1796	Philadelphia	Small Eagle Reverse		Copper	11.00000
Draped Bust	Half Dime	1796	Philadelphia	Small Eagle Reverse	LIKERTY	Silver	89.00000
Draped Bust	Half Dime	1796	Philadelphia	Small Eagle Reverse	LIKERTY	Copper	11.00000
Draped Bust	Half Dime	1796	Philadelphia	Small Eagle Reverse	6 Over 5	Silver	89.00000
Draped Bust	Half Dime	1797	Philadelphia	Small Eagle Reverse	16 Stars	Copper	11.00000
Draped Bust	Half Dime	1797	Philadelphia	Small Eagle Reverse	13 Stars	Silver	89.00000
Draped Bust	Half Dime	1797	Philadelphia	Small Eagle Reverse	13 Stars	Copper	11.00000
Draped Bust	Half Dime	1797	Philadelphia	Small Eagle Reverse	15 Stars	Silver	89.00000
Draped Bust	Half Dime	1797	Philadelphia	Small Eagle Reverse	15 Stars	Copper	11.00000
Draped Bust	Half Dime	1797	Philadelphia	Small Eagle Reverse	16 Stars	Silver	89.00000
Draped Bust	Half Dime	1800	Philadelphia	Heraldic Eagle Reverse		Silver	89.00000
Draped Bust	Half Dime	1800	Philadelphia	Heraldic Eagle Reverse		Copper	11.00000
Draped Bust	Half Dime	1801	Philadelphia	Heraldic Eagle Reverse		Silver	89.00000
Draped Bust	Half Dime	1801	Philadelphia	Heraldic Eagle Reverse		Copper	11.00000
Draped Bust	Half Dime	1802	Philadelphia	Heraldic Eagle Reverse		Copper	11.00000
Draped Bust	Half Dime	1802	Philadelphia	Heraldic Eagle Reverse		Silver	89.00000
Draped Bust	Half Dime	1803	Philadelphia	Heraldic Eagle Reverse		Silver	89.00000
Draped Bust	Half Dime	1803	Philadelphia	Heraldic Eagle Reverse		Copper	11.00000
Draped Bust	Half Dime	1805	Philadelphia	Heraldic Eagle Reverse		Silver	89.00000
Draped Bust	Half Dime	1805	Philadelphia	Heraldic Eagle Reverse		Copper	11.00000
Capped Bust	Half Dime	1829	Philadelphia			Silver	89.00000
Capped Bust	Half Dime	1829	Philadelphia			Copper	11.00000
Capped Bust	Half Dime	1830	Philadelphia			Copper	11.00000
Capped Bust	Half Dime	1830	Philadelphia			Silver	89.00000
Capped Bust	Half Dime	1831	Philadelphia			Silver	89.00000
Capped Bust	Half Dime	1831	Philadelphia			Copper	11.00000
Capped Bust	Half Dime	1832	Philadelphia			Silver	89.00000
Capped Bust	Half Dime	1832	Philadelphia			Copper	11.00000
Capped Bust	Half Dime	1833	Philadelphia			Silver	89.00000
Capped Bust	Half Dime	1833	Philadelphia			Copper	11.00000
Capped Bust	Half Dime	1834	Philadelphia			Copper	11.00000
Capped Bust	Half Dime	1834	Philadelphia			Silver	89.00000
Capped Bust	Half Dime	1835	Philadelphia			Silver	89.00000
Capped Bust	Half Dime	1835	Philadelphia			Copper	11.00000
Capped Bust	Half Dime	1836	Philadelphia			Silver	89.00000
Capped Bust	Half Dime	1836	Philadelphia			Copper	11.00000
Capped Bust	Half Dime	1837	Philadelphia		Large 5c	Copper	11.00000
Capped Bust	Half Dime	1837	Philadelphia		Small 5c	Silver	89.00000
Capped Bust	Half Dime	1837	Philadelphia		Small 5c	Copper	11.00000
Capped Bust	Half Dime	1837	Philadelphia		Large 5c	Silver	89.00000
Liberty Seated	Half Dime	1837	Philadelphia	Variety 1 - No Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1837	Philadelphia	Variety 1 - No Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1838	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1838	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1838	New Orleans	Variety 1 - No Stars on Obverse	No Stars	Silver	90.00000
Liberty Seated	Half Dime	1838	New Orleans	Variety 1 - No Stars on Obverse	No Stars	Copper	10.00000
Liberty Seated	Half Dime	1839	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1839	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1839	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1839	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1840	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1840	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1840	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1840	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1841	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1841	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1841	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1841	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1842	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1842	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1842	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1842	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1843	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1843	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1844	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1844	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1844	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1844	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1845	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1845	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1846	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1846	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1847	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1847	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1848	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1848	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1848	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1848	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1849	Philadelphia	Variety 2 - Stars on Obverse	9 Over 8	Silver	90.00000
Liberty Seated	Half Dime	1849	Philadelphia	Variety 2 - Stars on Obverse	9 Over 8	Copper	10.00000
Liberty Seated	Half Dime	1849	Philadelphia	Variety 2 - Stars on Obverse	Normal Date	Silver	90.00000
Liberty Seated	Half Dime	1849	Philadelphia	Variety 2 - Stars on Obverse	Normal Date	Copper	10.00000
Liberty Seated	Half Dime	1849	Philadelphia	Variety 2 - Stars on Obverse	9 Over 6	Silver	90.00000
Liberty Seated	Half Dime	1849	Philadelphia	Variety 2 - Stars on Obverse	9 Over 6	Copper	10.00000
Liberty Seated	Half Dime	1849	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1849	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1850	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1850	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1850	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1850	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1851	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1851	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1851	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1851	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1852	Philadelphia	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1852	Philadelphia	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1852	New Orleans	Variety 2 - Stars on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1852	New Orleans	Variety 2 - Stars on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1853	Philadelphia	Variety 2 - Stars on Obverse	No Arrows	Silver	90.00000
Liberty Seated	Half Dime	1853	Philadelphia	Variety 2 - Stars on Obverse	No Arrows	Copper	10.00000
Liberty Seated	Half Dime	1853	Philadelphia	Variety 3 - Arrows at Date		Silver	90.00000
Liberty Seated	Half Dime	1853	Philadelphia	Variety 3 - Arrows at Date		Copper	10.00000
Liberty Seated	Half Dime	1853	New Orleans	Variety 3 - Arrows at Date		Silver	90.00000
Liberty Seated	Half Dime	1853	New Orleans	Variety 3 - Arrows at Date		Copper	10.00000
Liberty Seated	Half Dime	1853	New Orleans	Variety 2 - Stars on Obverse	No Arrows	Silver	90.00000
Liberty Seated	Half Dime	1853	New Orleans	Variety 2 - Stars on Obverse	No Arrows	Copper	10.00000
Liberty Seated	Half Dime	1854	Philadelphia	Variety 3 - Arrows at Date		Silver	90.00000
Liberty Seated	Half Dime	1854	Philadelphia	Variety 3 - Arrows at Date		Copper	10.00000
Liberty Seated	Half Dime	1854	New Orleans	Variety 3 - Arrows at Date		Silver	90.00000
Liberty Seated	Half Dime	1854	New Orleans	Variety 3 - Arrows at Date		Copper	10.00000
Liberty Seated	Half Dime	1855	Philadelphia	Variety 3 - Arrows at Date		Silver	90.00000
Liberty Seated	Half Dime	1855	Philadelphia	Variety 3 - Arrows at Date		Copper	10.00000
Liberty Seated	Half Dime	1855	New Orleans	Variety 3 - Arrows at Date		Silver	90.00000
Liberty Seated	Half Dime	1855	New Orleans	Variety 3 - Arrows at Date		Copper	10.00000
Liberty Seated	Half Dime	1860	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1860	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1860	New Orleans	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1860	New Orleans	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1861	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1861	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1862	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1862	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1863	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1863	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1863	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1863	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1864	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1864	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1864	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1864	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1865	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1865	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1865	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1865	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1866	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1866	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1866	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1866	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1867	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1867	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1867	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1867	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1868	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1868	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1868	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1868	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1869	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1869	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1869	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1869	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1870	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1870	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1870	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1870	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1871	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1871	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1871	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1871	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1872	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1872	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1872	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1872	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1873	Philadelphia	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1873	Philadelphia	Variety 4 - Legend on Obverse		Copper	10.00000
Liberty Seated	Half Dime	1873	San Francisco	Variety 4 - Legend on Obverse		Silver	90.00000
Liberty Seated	Half Dime	1873	San Francisco	Variety 4 - Legend on Obverse		Copper	10.00000
Shield	Nickel	1866	Philadelphia		Rays	Copper	75.00000
Shield	Nickel	1866	Philadelphia		Rays	Nickel	25.00000
Shield	Nickel	1867	Philadelphia		Rays	Copper	75.00000
Shield	Nickel	1867	Philadelphia		Rays	Nickel	25.00000
Shield	Nickel	1867	Philadelphia		Without Rays	Copper	75.00000
Shield	Nickel	1867	Philadelphia		Without Rays	Nickel	25.00000
Shield	Nickel	1868	Philadelphia			Nickel	25.00000
Shield	Nickel	1868	Philadelphia			Copper	75.00000
Shield	Nickel	1869	Philadelphia			Copper	75.00000
Shield	Nickel	1869	Philadelphia			Nickel	25.00000
Shield	Nickel	1870	Philadelphia			Copper	75.00000
Shield	Nickel	1870	Philadelphia			Nickel	25.00000
Shield	Nickel	1871	Philadelphia			Copper	75.00000
Shield	Nickel	1871	Philadelphia			Nickel	25.00000
Shield	Nickel	1872	Philadelphia			Nickel	25.00000
Shield	Nickel	1872	Philadelphia			Copper	75.00000
Shield	Nickel	1873	Philadelphia		Open 3	Copper	75.00000
Shield	Nickel	1873	Philadelphia		Open 3	Nickel	25.00000
Shield	Nickel	1873	Philadelphia		Close 3	Copper	75.00000
Shield	Nickel	1873	Philadelphia		Close 3	Nickel	25.00000
Shield	Nickel	1874	Philadelphia			Copper	75.00000
Shield	Nickel	1874	Philadelphia			Nickel	25.00000
Shield	Nickel	1875	Philadelphia			Nickel	25.00000
Shield	Nickel	1875	Philadelphia			Copper	75.00000
Shield	Nickel	1876	Philadelphia			Copper	75.00000
Shield	Nickel	1876	Philadelphia			Nickel	25.00000
Shield	Nickel	1877	Philadelphia			Copper	75.00000
Shield	Nickel	1877	Philadelphia			Nickel	25.00000
Shield	Nickel	1878	Philadelphia			Copper	75.00000
Shield	Nickel	1878	Philadelphia			Nickel	25.00000
Shield	Nickel	1879	Philadelphia			Nickel	25.00000
Shield	Nickel	1879	Philadelphia			Copper	75.00000
Shield	Nickel	1880	Philadelphia			Copper	75.00000
Shield	Nickel	1880	Philadelphia			Nickel	25.00000
Shield	Nickel	1881	Philadelphia			Copper	75.00000
Shield	Nickel	1881	Philadelphia			Nickel	25.00000
Shield	Nickel	1882	Philadelphia			Copper	75.00000
Shield	Nickel	1882	Philadelphia			Nickel	25.00000
Shield	Nickel	1883	Philadelphia			Nickel	25.00000
Shield	Nickel	1883	Philadelphia		3 Over 2	Copper	75.00000
Shield	Nickel	1883	Philadelphia		3 Over 2	Nickel	25.00000
Shield	Nickel	1883	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1883	Philadelphia		Without CENTS	Copper	75.00000
Liberty Head	Nickel	1883	Philadelphia		Without CENTS	Nickel	25.00000
Liberty Head	Nickel	1883	Philadelphia		CENTS	Copper	75.00000
Liberty Head	Nickel	1883	Philadelphia		CENTS	Nickel	25.00000
Liberty Head	Nickel	1884	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1884	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1885	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1885	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1886	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1886	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1887	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1887	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1888	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1888	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1889	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1889	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1890	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1890	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1891	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1891	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1892	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1892	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1893	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1893	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1894	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1894	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1895	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1895	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1896	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1896	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1897	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1897	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1898	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1898	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1899	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1899	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1900	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1900	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1901	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1901	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1902	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1902	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1903	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1903	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1904	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1904	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1905	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1905	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1906	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1906	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1907	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1907	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1908	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1908	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1909	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1909	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1910	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1910	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1911	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1911	Philadelphia			Nickel	25.00000
Liberty Head	Nickel	1912	Philadelphia			Copper	75.00000
Liberty Head	Nickel	1912	Philadelphia			Nickel	25.00000
